user_id,signup_datetime,country,device_type,acquisition_channel,experiment_variant,initial_plan
1145,2024-04-24,EG,tablet,referral,B,trial
1146,2024-06-16,MX,tablet,referral,B,trial
1147,2024-05-22,FR,tablet,social,A,premium_trial
1148,2024-05-28,IN,web,email,B,premium_trial
1149,2024-06-23,MA,web,email,A,premium_trial
1150,2024-02-22,IN,mobile,paid_ads,B,free
1151,2024-05-16,ES,web,organic,A,free
1152,2024-06-28,US,mobile,social,A,premium_trial
1153,2024-02-26,FR,mobile,email,A,free
1154,2024-04-26,IT,mobile,paid_ads,A,free
1155,2024-06-02,MA,web,organic,A,free
1156,2024-06-17,ZA,tablet,social,B,premium_trial
1157,2024-02-04,AU,web,social,A,trial
1158,2024-03-03,US,mobile,email,A,premium_trial
1159,2024-01-25,BR,mobile,social,A,premium_trial
1160,2024-03-30,MA,web,paid_ads,A,free
1161,2024-03-15,IN,mobile,social,B,free
1162,2024-02-07,MA,mobile,referral,B,trial
1163,2024-05-09,EG,web,paid_ads,A,trial
1164,2024-05-14,ES,web,organic,A,trial
1165,2024-06-10,DE,web,organic,A,trial
1166,2024-03-31,IN,mobile,email,A,premium_trial
1167,2024-01-17,EG,mobile,email,B,trial
1168,2024-05-07,AU,tablet,referral,B,premium_trial
1169,2024-06-19,ID,tablet,organic,A,free
1170,2024-04-17,MX,web,organic,A,trial
1171,2024-06-27,CA,tablet,organic,A,free
1172,2024-05-31,DE,mobile,organic,A,free
1173,2024-01-25,ES,tablet,social,A,premium_trial
1174,2024-06-28,IT,mobile,paid_ads,B,trial
1175,2024-03-28,ZA,web,paid_ads,B,premium_trial
1176,2024-06-09,ZA,web,referral,A,free
1177,2024-06-25,DE,mobile,social,B,trial
1178,2024-01-29,MX,tablet,organic,B,free
1179,2024-03-03,US,web,organic,B,free
1180,2024-05-29,IT,web,email,A,trial
1181,2024-06-02,IN,tablet,email,B,trial
1182,2024-06-04,IT,tablet,referral,B,trial
1183,2024-04-23,FR,mobile,organic,A,premium_trial
1184,2024-02-18,MX,tablet,referral,B,premium_trial
1185,2024-03-21,ID,tablet,social,A,free
1186,2024-03-24,MA,tablet,paid_ads,B,trial
1187,2024-04-14,ZA,mobile,organic,A,free
1188,2024-06-25,ZA,mobile,social,A,free
1189,2024-05-27,EG,web,organic,B,free
1190,2024-04-27,DE,mobile,email,B,free
1191,2024-03-26,FR,web,referral,A,free
1192,2024-03-03,TR,tablet,email,A,trial
1193,2024-04-13,IT,web,paid_ads,B,premium_trial
1194,2024-02-18,FR,web,email,B,trial
1195,2024-03-11,AU,tablet,organic,B,trial
1196,2024-01-01,UK,web,email,B,trial
1197,2024-05-20,MX,mobile,organic,A,premium_trial
1198,2024-06-27,ZA,mobile,paid_ads,A,premium_trial
1199,2024-05-02,EG,mobile,email,A,premium_trial
1200,2024-03-02,BR,mobile,referral,B,trial
1201,2024-02-01,US,web,referral,B,premium_trial
1202,2024-06-06,IT,web,referral,A,free
1203,2024-01-29,MX,tablet,email,A,premium_trial
1204,2024-02-18,BR,web,email,A,trial
1205,2024-06-21,BR,web,email,A,trial
1206,2024-01-30,TR,web,organic,A,free
1207,2024-05-23,ES,tablet,paid_ads,A,premium_trial
1208,2024-06-16,EG,mobile,referral,B,premium_trial
1209,2024-01-19,FR,web,organic,A,free
1210,2024-01-18,BR,tablet,referral,A,trial
1211,2024-01-01,UK,tablet,organic,A,trial
1212,2024-03-18,TR,tablet,email,A,premium_trial
1213,2024-04-24,MX,mobile,referral,A,premium_trial
1214,2024-06-23,TR,web,email,A,premium_trial
1215,2024-04-22,CA,tablet,referral,A,premium_trial
1216,2024-04-23,CA,mobile,social,B,premium_trial
1217,2024-06-14,MA,tablet,organic,A,trial
1218,2024-06-27,TR,tablet,social,B,trial
1219,2024-03-03,AU,tablet,organic,B,trial
1220,2024-05-11,MA,tablet,paid_ads,B,trial
1221,2024-05-08,IT,tablet,referral,A,free
1222,2024-01-08,MA,mobile,paid_ads,A,trial
1223,2024-06-05,IN,web,paid_ads,A,free
1224,2024-02-24,FR,web,organic,A,trial
1225,2024-04-12,IN,web,social,A,premium_trial
1226,2024-05-10,BR,web,email,A,premium_trial
1227,2024-02-01,MX,mobile,organic,A,premium_trial
1228,2024-01-10,IT,mobile,email,A,free
1229,2024-04-19,DE,mobile,paid_ads,A,trial
1230,2024-06-10,BR,tablet,email,A,trial
1231,2024-05-03,ZA,tablet,social,B,free
1232,2024-03-27,FR,tablet,organic,A,free
1233,2024-02-24,CA,web,social,A,free
1234,2024-02-01,EG,tablet,social,A,free
1235,2024-06-26,AU,web,organic,B,free
1236,2024-05-14,ZA,tablet,social,A,premium_trial
1237,2024-04-02,MA,web,referral,A,trial
1238,2024-01-08,ES,tablet,referral,B,free
1239,2024-03-05,MX,tablet,referral,A,premium_trial
1240,2024-02-26,US,mobile,email,B,free
1241,2024-03-07,EG,tablet,social,B,premium_trial
1242,2024-03-12,IN,tablet,organic,B,free
1243,2024-02-23,MA,mobile,organic,B,trial
1244,2024-03-07,IT,web,email,A,free
1245,2024-02-20,IN,mobile,organic,B,free
1246,2024-04-06,MX,mobile,referral,B,trial
1247,2024-04-01,IN,web,social,A,trial
1248,2024-01-08,MX,tablet,organic,A,free
1249,2024-06-10,IN,web,organic,A,trial
1250,2024-02-04,EG,tablet,paid_ads,B,trial
1251,2024-04-05,TR,tablet,paid_ads,A,premium_trial
1252,2024-03-28,UK,web,paid_ads,B,trial
1253,2024-03-18,EG,mobile,social,B,trial
1254,2024-02-01,TR,web,referral,A,free
1255,2024-04-29,DE,tablet,referral,A,free
1256,2024-02-15,BR,web,referral,A,premium_trial
1257,2024-05-23,BR,web,social,A,free
1258,2024-06-13,FR,tablet,social,A,trial
1259,2024-05-21,AU,mobile,paid_ads,A,trial
1260,2024-02-24,AU,web,organic,B,trial
1261,2024-06-24,MA,tablet,email,B,free
1262,2024-01-07,EG,tablet,email,A,trial
1263,2024-03-14,EG,web,organic,B,trial
1264,2024-01-07,US,mobile,paid_ads,B,premium_trial
1265,2024-06-09,US,web,organic,B,premium_trial
1266,2024-05-30,AU,mobile,organic,B,premium_trial
1267,2024-03-25,FR,mobile,email,B,free
1268,2024-05-26,ES,mobile,paid_ads,B,trial
1269,2024-04-21,BR,mobile,social,A,trial
1270,2024-05-04,ES,web,email,A,trial
1271,2024-05-26,MA,tablet,social,A,premium_trial
1272,2024-02-05,MX,tablet,paid_ads,B,trial
1273,2024-01-29,AU,tablet,organic,A,trial
1274,2024-03-22,AU,tablet,referral,A,trial
1275,2024-01-02,MX,tablet,referral,A,trial
1276,2024-05-08,ID,tablet,paid_ads,B,trial
1277,2024-02-16,CA,web,referral,A,free
1278,2024-05-27,IN,mobile,social,B,trial
1279,2024-01-11,US,tablet,referral,A,free
1280,2024-05-09,CA,web,paid_ads,A,trial
1281,2024-04-28,DE,tablet,paid_ads,A,free
1282,2024-05-19,FR,tablet,social,B,trial
1283,2024-01-20,FR,mobile,referral,B,trial
1284,2024-01-05,MX,mobile,referral,B,trial
1285,2024-02-06,EG,mobile,organic,B,trial
1286,2024-06-14,BR,tablet,email,B,premium_trial
1287,2024-05-16,ES,tablet,paid_ads,A,trial
1288,2024-02-22,US,tablet,organic,A,free
1289,2024-06-20,CA,mobile,paid_ads,B,premium_trial
1290,2024-04-08,ES,web,organic,B,premium_trial
1291,2024-03-26,EG,tablet,email,A,trial
1292,2024-04-17,CA,tablet,organic,B,free
1293,2024-01-24,AU,tablet,paid_ads,A,free
1294,2024-03-21,ZA,web,referral,B,premium_trial
1295,2024-06-06,TR,tablet,paid_ads,A,free
1296,2024-04-29,IN,web,social,B,trial
1297,2024-02-28,DE,tablet,social,B,trial
1298,2024-05-07,ID,web,social,A,trial
1299,2024-04-23,DE,tablet,social,A,trial
1300,2024-04-24,ES,mobile,email,B,trial
1301,2024-01-14,ES,mobile,referral,B,premium_trial
1302,2024-01-09,ID,mobile,referral,A,trial
1303,2024-02-09,ES,mobile,paid_ads,B,trial
1304,2024-01-25,ID,tablet,organic,A,premium_trial
1305,2024-04-12,CA,mobile,paid_ads,A,premium_trial
1306,2024-01-22,ID,web,paid_ads,B,premium_trial
1307,2024-01-04,IN,mobile,paid_ads,A,free
1308,2024-06-02,ID,mobile,paid_ads,A,free
1309,2024-01-29,TR,mobile,referral,B,trial
1310,2024-04-18,AU,tablet,organic,A,trial
1311,2024-04-07,ID,mobile,paid_ads,A,trial
1312,2024-02-06,UK,web,referral,A,free
1313,2024-03-15,ID,mobile,paid_ads,A,trial
1314,2024-03-10,ES,mobile,social,B,trial
1315,2024-05-25,TR,mobile,paid_ads,A,free
1316,2024-05-07,BR,web,paid_ads,B,premium_trial
1317,2024-03-25,MA,mobile,email,A,free
1318,2024-02-11,TR,web,social,B,trial
1319,2024-04-09,EG,web,organic,A,free
1320,2024-02-10,MA,mobile,paid_ads,B,premium_trial
1321,2024-06-14,US,web,organic,A,premium_trial
1322,2024-02-03,US,tablet,social,A,premium_trial
1323,2024-01-17,ZA,mobile,paid_ads,A,premium_trial
1324,2024-06-13,EG,mobile,email,A,premium_trial
1325,2024-06-01,TR,web,referral,B,premium_trial
1326,2024-05-01,CA,web,email,B,trial
1327,2024-03-16,EG,mobile,email,A,trial
1328,2024-03-27,AU,tablet,referral,B,free
1329,2024-04-26,MA,web,referral,A,trial
1330,2024-04-15,MA,web,referral,A,premium_trial
1331,2024-03-26,ES,tablet,paid_ads,B,trial
1332,2024-01-27,MX,tablet,organic,B,free
1333,2024-02-26,ZA,mobile,organic,B,premium_trial
1334,2024-01-31,FR,tablet,referral,A,trial
1335,2024-05-13,UK,mobile,email,A,trial
1336,2024-06-16,MA,tablet,social,B,free
1337,2024-04-07,ZA,web,referral,A,premium_trial
1338,2024-01-12,BR,mobile,email,B,free
1339,2024-02-22,ZA,mobile,email,B,premium_trial
1340,2024-05-17,EG,mobile,paid_ads,B,premium_trial
1341,2024-06-21,IN,tablet,paid_ads,B,trial
1342,2024-05-24,ID,web,organic,B,free
1343,2024-06-02,MX,mobile,organic,B,free
1344,2024-05-01,MA,mobile,social,A,free
1345,2024-02-15,EG,mobile,social,A,premium_trial
1346,2024-03-04,DE,mobile,social,B,free
1347,2024-05-09,MX,web,social,B,premium_trial
1348,2024-02-23,CA,tablet,email,B,free
1349,2024-04-16,UK,web,email,A,free
1350,2024-02-20,IT,mobile,organic,B,trial
1351,2024-02-05,IT,web,paid_ads,B,free
1352,2024-04-24,ES,mobile,paid_ads,B,trial
1353,2024-01-26,ES,tablet,referral,A,trial
1354,2024-01-29,CA,tablet,email,B,premium_trial
1355,2024-05-28,IN,tablet,social,A,free
1356,2024-01-11,ES,mobile,social,A,free
1357,2024-02-09,FR,web,referral,B,free
1358,2024-01-11,MA,tablet,paid_ads,A,trial
1359,2024-06-12,UK,mobile,social,A,free
1360,2024-04-22,TR,mobile,paid_ads,A,premium_trial
1361,2024-02-08,EG,web,referral,B,premium_trial
1362,2024-02-23,TR,tablet,paid_ads,A,free
1363,2024-04-07,CA,mobile,paid_ads,B,trial
1364,2024-02-24,US,web,paid_ads,B,premium_trial
1365,2024-04-20,EG,tablet,social,B,premium_trial
1366,2024-05-31,EG,web,organic,A,trial
1367,2024-05-29,DE,web,email,B,premium_trial
1368,2024-03-09,ZA,mobile,paid_ads,A,trial
1369,2024-02-25,CA,mobile,paid_ads,A,premium_trial
1370,2024-02-02,CA,mobile,paid_ads,A,trial
1371,2024-02-05,IT,web,organic,A,premium_trial
1372,2024-05-27,BR,mobile,referral,B,free
1373,2024-03-21,TR,web,social,B,premium_trial
1374,2024-04-18,IN,web,organic,A,premium_trial
1375,2024-06-02,BR,mobile,paid_ads,B,free
1376,2024-03-13,ID,tablet,organic,B,free
1377,2024-02-09,ZA,tablet,organic,B,free
1378,2024-01-17,FR,tablet,organic,A,free
1379,2024-05-08,AU,web,referral,B,trial
1380,2024-03-01,ID,web,email,A,trial
1381,2024-06-19,US,web,social,B,premium_trial
1382,2024-04-13,EG,mobile,referral,A,premium_trial
1383,2024-02-11,IT,web,referral,A,premium_trial
1384,2024-01-25,US,mobile,email,A,trial
1385,2024-02-08,EG,mobile,referral,B,premium_trial
1386,2024-02-04,FR,tablet,organic,A,premium_trial
1387,2024-05-10,BR,tablet,organic,B,trial
1388,2024-04-17,CA,tablet,paid_ads,A,premium_trial
1389,2024-06-20,ES,mobile,referral,B,trial
1390,2024-06-27,TR,mobile,paid_ads,A,trial
1391,2024-04-11,ES,mobile,social,B,free
1392,2024-04-07,MA,web,organic,A,free
1393,2024-01-12,MX,mobile,social,A,trial
1394,2024-01-19,DE,tablet,email,A,trial
1395,2024-04-10,IN,tablet,organic,B,free
1396,2024-02-13,FR,mobile,social,A,premium_trial
1397,2024-02-18,DE,mobile,email,A,premium_trial
1398,2024-01-17,MA,tablet,social,A,premium_trial
1399,2024-03-14,ZA,mobile,email,A,trial
1400,2024-02-26,MA,tablet,email,B,free
1401,2024-02-24,IN,web,organic,A,premium_trial
1402,2024-02-16,AU,tablet,paid_ads,A,free
1403,2024-01-12,EG,web,email,B,free
1404,2024-03-02,DE,mobile,email,B,trial
1405,2024-03-20,BR,mobile,organic,B,premium_trial
1406,2024-03-23,IN,web,paid_ads,A,free
1407,2024-01-08,MA,mobile,referral,B,trial
1408,2024-05-28,BR,web,referral,B,trial
1409,2024-03-21,CA,mobile,paid_ads,B,trial
1410,2024-04-27,IT,tablet,social,A,premium_trial
1411,2024-01-25,BR,mobile,organic,A,premium_trial
1412,2024-03-29,ZA,tablet,paid_ads,A,trial
1413,2024-01-12,EG,tablet,referral,B,premium_trial
1414,2024-05-22,ES,web,email,A,premium_trial
1415,2024-02-28,DE,mobile,referral,B,free
1416,2024-06-02,EG,web,email,B,trial
1417,2024-04-18,MX,mobile,organic,B,trial
1418,2024-01-26,TR,tablet,email,A,premium_trial
1419,2024-02-16,UK,tablet,paid_ads,B,trial
1420,2024-02-01,MA,mobile,email,B,trial
1421,2024-01-10,TR,mobile,social,A,trial
1422,2024-01-16,TR,web,paid_ads,B,premium_trial
1423,2024-05-24,IN,mobile,organic,B,premium_trial
1424,2024-05-30,FR,mobile,paid_ads,B,premium_trial
1425,2024-01-26,MX,mobile,social,A,free
1426,2024-03-26,ES,web,organic,B,trial
1427,2024-05-14,BR,mobile,referral,A,free
1428,2024-01-14,IT,tablet,social,A,premium_trial
1429,2024-03-19,EG,web,organic,B,free
1430,2024-04-26,CA,web,email,B,trial
1431,2024-01-07,UK,tablet,paid_ads,B,trial
1432,2024-05-16,US,tablet,organic,B,premium_trial
1433,2024-04-24,ZA,tablet,paid_ads,A,premium_trial
1434,2024-06-24,MX,mobile,email,A,free
1435,2024-03-12,TR,tablet,organic,B,premium_trial
1436,2024-02-28,IT,mobile,referral,A,free
1437,2024-03-22,US,web,social,B,trial
1438,2024-04-25,UK,web,organic,B,trial
1439,2024-06-15,FR,tablet,email,B,trial
1440,2024-05-25,FR,mobile,organic,B,trial
1441,2024-04-12,DE,tablet,paid_ads,A,trial
1442,2024-01-17,ID,tablet,organic,A,free
1443,2024-01-14,UK,mobile,referral,B,trial
1444,2024-06-07,UK,tablet,organic,B,free
1445,2024-05-31,US,web,social,A,trial
1446,2024-04-17,IT,tablet,organic,A,free
1447,2024-02-14,EG,mobile,paid_ads,A,free
1448,2024-04-07,IN,mobile,organic,B,free
1449,2024-05-10,ID,web,referral,A,premium_trial
1450,2024-02-06,US,mobile,email,B,free
1451,2024-06-19,CA,mobile,organic,B,free
1452,2024-06-16,TR,web,organic,A,trial
1453,2024-04-17,FR,tablet,social,B,free
1454,2024-02-08,TR,web,referral,A,free
1455,2024-01-15,FR,tablet,email,B,premium_trial
1456,2024-04-29,DE,web,paid_ads,B,trial
1457,2024-01-04,EG,tablet,organic,B,premium_trial
1458,2024-04-02,CA,web,email,B,premium_trial
1459,2024-06-01,FR,tablet,paid_ads,B,premium_trial
1460,2024-05-20,US,web,referral,B,free
1461,2024-06-09,CA,tablet,referral,A,premium_trial
1462,2024-01-16,US,web,email,A,premium_trial
1463,2024-06-18,IN,mobile,paid_ads,B,trial
1464,2024-04-17,IN,tablet,referral,A,trial
1465,2024-05-05,TR,web,email,B,trial
1466,2024-02-24,FR,tablet,referral,A,trial
1467,2024-06-18,FR,tablet,referral,A,premium_trial
1468,2024-02-03,IT,web,referral,B,trial
1469,2024-06-06,IN,tablet,social,A,free
1470,2024-01-13,EG,web,paid_ads,B,premium_trial
1471,2024-05-20,EG,mobile,email,A,trial
1472,2024-01-18,MX,tablet,email,B,premium_trial
1473,2024-06-08,MX,mobile,paid_ads,A,trial
1474,2024-04-05,DE,tablet,paid_ads,B,premium_trial
1475,2024-05-02,IN,tablet,paid_ads,A,trial
1476,2024-02-08,US,tablet,paid_ads,B,free
1477,2024-02-15,US,web,organic,A,trial
1478,2024-01-29,ES,mobile,email,B,premium_trial
1479,2024-03-02,CA,tablet,organic,A,premium_trial
1480,2024-01-16,BR,web,referral,B,free
1481,2024-04-30,TR,tablet,referral,A,premium_trial
1482,2024-01-10,MX,web,email,B,free
1483,2024-06-06,TR,tablet,referral,B,premium_trial
1484,2024-06-01,FR,mobile,paid_ads,B,premium_trial
1485,2024-04-12,DE,mobile,organic,B,free
1486,2024-03-24,ZA,tablet,paid_ads,A,premium_trial
1487,2024-05-12,EG,web,referral,A,premium_trial
1488,2024-03-05,BR,tablet,organic,A,free
1489,2024-06-25,UK,web,paid_ads,B,trial
1490,2024-01-03,DE,tablet,email,B,free
1491,2024-06-21,UK,web,paid_ads,B,premium_trial
1492,2024-05-21,MA,mobile,referral,B,trial
1493,2024-04-29,IN,tablet,organic,B,trial
1494,2024-06-06,UK,mobile,email,A,trial
1495,2024-03-08,UK,mobile,organic,A,free
1496,2024-05-25,TR,tablet,email,A,trial
1497,2024-02-06,MA,tablet,organic,B,trial
1498,2024-06-01,IT,web,referral,B,trial
1499,2024-06-24,AU,web,email,B,premium_trial
1500,2024-03-13,IT,mobile,social,B,free
1501,2024-05-22,IT,web,organic,B,free
1502,2024-02-18,IN,web,organic,B,premium_trial
1503,2024-04-30,BR,tablet,paid_ads,B,trial
1504,2024-03-28,DE,web,email,A,premium_trial
1505,2024-05-19,DE,mobile,social,A,premium_trial
1506,2024-02-06,ID,web,referral,B,trial
1507,2024-03-01,FR,mobile,paid_ads,B,trial
1508,2024-06-19,IT,tablet,social,B,free
1509,2024-05-03,IN,mobile,email,A,trial
1510,2024-02-08,FR,web,social,A,premium_trial
1511,2024-03-03,AU,tablet,organic,B,premium_trial
1512,2024-02-15,CA,web,organic,A,trial
1513,2024-03-28,FR,tablet,paid_ads,A,free
1514,2024-01-11,TR,tablet,email,A,premium_trial
1515,2024-03-02,TR,web,email,B,trial
1516,2024-03-17,BR,web,social,A,free
1517,2024-06-01,MX,tablet,paid_ads,A,free
1518,2024-02-21,ZA,tablet,email,B,premium_trial
1519,2024-01-04,UK,web,organic,B,premium_trial
1520,2024-02-28,ZA,mobile,social,A,free
1521,2024-03-12,IT,web,referral,B,free
1522,2024-05-27,ID,tablet,organic,A,free
1523,2024-04-02,MA,web,paid_ads,A,trial
1524,2024-03-03,ID,mobile,email,B,premium_trial
1525,2024-02-23,MX,web,organic,B,free
1526,2024-04-26,EG,tablet,referral,A,premium_trial
1527,2024-04-19,FR,web,referral,B,premium_trial
1528,2024-03-14,IN,tablet,paid_ads,B,premium_trial
1529,2024-04-16,AU,tablet,organic,A,free
1530,2024-02-26,UK,web,social,A,trial
1531,2024-06-17,DE,tablet,organic,A,free
1532,2024-01-03,US,tablet,referral,A,premium_trial
1533,2024-04-29,UK,mobile,paid_ads,A,free
1534,2024-01-06,AU,mobile,paid_ads,A,free
1535,2024-01-05,BR,mobile,social,B,premium_trial
1536,2024-01-05,EG,mobile,paid_ads,B,premium_trial
1537,2024-02-23,BR,tablet,paid_ads,A,free
1538,2024-02-16,AU,web,paid_ads,B,free
1539,2024-06-25,TR,tablet,paid_ads,B,free
1540,2024-01-09,FR,tablet,paid_ads,A,free
1541,2024-04-08,CA,tablet,referral,B,trial
1542,2024-01-20,TR,web,organic,B,free
1543,2024-05-01,BR,mobile,email,A,trial
1544,2024-03-01,BR,tablet,paid_ads,B,premium_trial
1545,2024-05-02,IN,tablet,email,B,trial
1546,2024-06-11,FR,mobile,email,A,premium_trial
1547,2024-06-26,UK,tablet,referral,B,trial
1548,2024-03-22,CA,web,paid_ads,B,premium_trial
1549,2024-03-02,MX,tablet,email,B,free
1550,2024-05-24,US,tablet,paid_ads,A,trial
1551,2024-01-03,IT,mobile,social,A,trial
1552,2024-06-08,DE,tablet,social,B,premium_trial
1553,2024-01-13,BR,tablet,social,B,premium_trial
1554,2024-04-29,FR,web,email,A,trial
1555,2024-05-04,IT,mobile,social,A,premium_trial
1556,2024-03-29,TR,mobile,referral,B,free
1557,2024-03-13,DE,web,referral,A,trial
1558,2024-03-08,AU,tablet,email,B,free
1559,2024-05-21,ID,mobile,paid_ads,B,trial
1560,2024-04-10,DE,mobile,organic,A,free
1561,2024-04-07,ID,tablet,paid_ads,A,trial
1562,2024-01-11,MX,tablet,paid_ads,B,premium_trial
1563,2024-04-14,MX,mobile,paid_ads,B,trial
1564,2024-03-07,TR,tablet,paid_ads,A,free
1565,2024-05-02,MX,mobile,organic,B,trial
1566,2024-01-29,MA,tablet,social,A,free
1567,2024-05-16,ES,tablet,paid_ads,A,free
1568,2024-06-01,ES,web,referral,A,free
1569,2024-03-16,DE,tablet,email,A,premium_trial
1570,2024-06-18,MX,web,email,A,trial
1571,2024-01-09,IN,tablet,referral,B,free
1572,2024-02-09,BR,mobile,paid_ads,A,premium_trial
1573,2024-01-25,IT,mobile,organic,A,free
1574,2024-01-05,IT,tablet,social,A,trial
1575,2024-05-18,ES,tablet,email,A,premium_trial
1576,2024-05-03,DE,mobile,social,A,free
1577,2024-02-07,TR,tablet,organic,A,free
1578,2024-03-12,FR,web,email,A,free
1579,2024-05-12,UK,web,social,B,trial
1580,2024-06-24,ZA,web,organic,B,premium_trial
1581,2024-03-30,UK,web,social,B,premium_trial
1582,2024-05-25,ES,web,paid_ads,B,premium_trial
1583,2024-02-06,AU,tablet,organic,A,free
1584,2024-02-29,FR,tablet,social,B,premium_trial
1585,2024-06-24,MA,web,paid_ads,A,free
1586,2024-01-28,MA,tablet,paid_ads,B,trial
1587,2024-03-21,ES,tablet,organic,B,premium_trial
1588,2024-04-23,UK,web,referral,A,free
1589,2024-02-09,AU,tablet,email,A,premium_trial
1590,2024-02-14,FR,tablet,organic,B,premium_trial
1591,2024-03-02,AU,tablet,paid_ads,B,trial
1592,2024-04-02,MX,web,paid_ads,B,premium_trial
1593,2024-04-24,DE,tablet,organic,B,trial
1594,2024-03-07,TR,mobile,referral,A,premium_trial
1595,2024-02-25,IT,mobile,email,B,premium_trial
1596,2024-02-09,IN,web,social,B,premium_trial
1597,2024-04-07,CA,mobile,organic,B,premium_trial
1598,2024-02-09,ID,web,email,B,premium_trial
1599,2024-03-31,ID,mobile,email,B,premium_trial
1600,2024-02-02,DE,mobile,paid_ads,A,trial
1601,2024-01-06,MX,mobile,social,A,trial
1602,2024-05-26,ZA,web,organic,A,free
1603,2024-03-20,EG,web,paid_ads,A,premium_trial
1604,2024-06-16,UK,tablet,paid_ads,A,trial
1605,2024-04-01,ID,web,referral,B,premium_trial
1606,2024-04-06,MX,mobile,email,A,premium_trial
1607,2024-02-28,ID,mobile,organic,A,trial
1608,2024-02-28,ZA,web,organic,B,premium_trial
1609,2024-02-17,EG,web,organic,A,trial
1610,2024-06-17,AU,web,paid_ads,A,trial
1611,2024-01-13,ES,tablet,referral,A,free
1612,2024-04-16,FR,mobile,social,A,free
1613,2024-02-14,IT,tablet,paid_ads,B,free
1614,2024-03-29,ZA,tablet,social,B,free
1615,2024-06-18,BR,mobile,referral,A,premium_trial
1616,2024-04-09,ES,mobile,email,B,premium_trial
1617,2024-06-03,DE,web,organic,A,free
1618,2024-06-14,ES,web,social,B,trial
1619,2024-01-07,DE,tablet,paid_ads,B,trial
1620,2024-05-12,BR,web,social,B,trial
1621,2024-02-14,US,web,email,B,trial
1622,2024-02-27,ZA,mobile,organic,B,premium_trial
1623,2024-01-31,EG,mobile,social,B,trial
1624,2024-01-23,IT,web,email,B,trial
1625,2024-06-18,AU,mobile,paid_ads,B,free
1626,2024-05-17,IN,web,referral,B,trial
1627,2024-06-08,IN,mobile,paid_ads,B,premium_trial
1628,2024-04-16,ZA,mobile,organic,B,trial
1629,2024-06-06,EG,mobile,paid_ads,A,trial
1630,2024-02-08,CA,mobile,paid_ads,B,premium_trial
1631,2024-06-07,AU,web,paid_ads,A,free
1632,2024-03-22,ID,tablet,paid_ads,B,premium_trial
1633,2024-04-09,MX,mobile,organic,A,free
1634,2024-01-02,US,web,email,A,trial
1635,2024-03-17,EG,web,social,A,free
1636,2024-01-12,ZA,mobile,referral,B,free
1637,2024-02-08,IN,tablet,social,B,free
1638,2024-01-13,ES,mobile,social,B,trial
1639,2024-02-15,MX,web,referral,B,free
1640,2024-06-03,US,tablet,organic,A,free
1641,2024-04-22,FR,web,referral,B,trial
1642,2024-01-17,ZA,mobile,organic,B,premium_trial
1643,2024-04-13,FR,tablet,social,B,premium_trial
1644,2024-04-07,AU,web,organic,B,premium_trial
1645,2024-03-28,MX,web,email,B,trial
1646,2024-04-18,EG,web,referral,B,trial
1647,2024-06-11,DE,mobile,email,B,premium_trial
1648,2024-03-10,DE,tablet,social,B,free
1649,2024-06-06,ES,mobile,referral,A,premium_trial
1650,2024-03-14,US,mobile,social,A,trial
1651,2024-03-03,US,mobile,email,B,free
1652,2024-06-04,AU,tablet,social,B,free
1653,2024-02-29,MX,mobile,referral,B,trial
1654,2024-03-19,UK,mobile,referral,B,free
1655,2024-02-06,FR,mobile,social,A,premium_trial
1656,2024-01-22,US,mobile,referral,A,trial
1657,2024-05-27,MX,web,referral,B,trial
1658,2024-04-05,AU,mobile,social,A,trial
1659,2024-03-08,BR,web,email,A,trial
1660,2024-01-17,CA,mobile,referral,B,free
1661,2024-01-12,BR,tablet,referral,B,trial
1662,2024-05-29,AU,web,referral,B,trial
1663,2024-05-24,ZA,web,referral,A,free
1664,2024-05-17,IT,web,social,A,trial
1665,2024-04-27,EG,web,email,B,free
1666,2024-01-22,ES,tablet,email,B,free
1667,2024-04-29,US,mobile,organic,A,trial
1668,2024-02-19,AU,web,referral,A,premium_trial
1669,2024-01-14,IT,tablet,referral,B,trial
1670,2024-06-23,IN,web,organic,A,premium_trial
1671,2024-01-29,IT,mobile,email,B,free
1672,2024-06-12,TR,web,paid_ads,B,premium_trial
1673,2024-06-28,ID,tablet,paid_ads,A,trial
1674,2024-05-04,MX,mobile,email,A,trial
1675,2024-01-07,US,tablet,referral,A,premium_trial
1676,2024-01-29,CA,mobile,paid_ads,B,trial
1677,2024-05-18,EG,mobile,social,B,premium_trial
1678,2024-02-02,MX,mobile,social,B,free
1679,2024-05-13,TR,web,organic,B,premium_trial
1680,2024-04-20,MX,tablet,email,B,premium_trial
1681,2024-03-19,TR,tablet,email,B,premium_trial
1682,2024-06-08,ES,tablet,paid_ads,A,premium_trial
1683,2024-06-27,ES,mobile,referral,B,free
1684,2024-02-27,FR,web,email,B,free
1685,2024-01-26,FR,mobile,paid_ads,B,free
1686,2024-06-22,DE,tablet,paid_ads,B,premium_trial
1687,2024-01-29,UK,web,email,A,free
1688,2024-01-04,US,web,paid_ads,B,trial
1689,2024-04-08,AU,web,organic,A,free
1690,2024-05-20,US,tablet,organic,A,premium_trial
1691,2024-02-08,MA,web,email,B,trial
1692,2024-01-15,ZA,web,referral,B,premium_trial
1693,2024-04-28,AU,mobile,organic,A,trial
1694,2024-01-29,TR,mobile,organic,A,premium_trial
